KEGG,BIGG
C00392,mnl_p
C00392,mnl_c
C00392,mnl_e
C05080,novbcn_p
C05080,novbcn_e
C05332,peamn_p
C05332,peamn_c
C05332,peamn_e
C06701,ppt_p
C06701,ppt_e
C06688,rfamp_p
C06688,rfamp_e
C00794,sbt__D_p
C00794,sbt__D_c
C00794,sbt__D_e
C00794,sbt__D_h
C00089,sucr_p
C00089,sucr_c
C00089,sucr_e
C00089,sucr_h
C12147,thrp_p
C12147,thrp_c
C12147,thrp_e
C06570,ttrcyc_p
C06570,ttrcyc_e
C00483,tym_p
C00483,tym_c
C00483,tym_e
C06501,tyrp_p
C06501,tyrp_e
C00203,udpacgal_c
C00203,udpacgal_e
C00203,udpacgal_g
C00203,udpacgal_l
C00203,udpacgal_p
C00203,udpacgal_r
C01834,lpp_p
C06473,2dhglcn_p
C06473,2dhglcn_c
C06473,2dhglcn_e
C17467,4hba_p
C17467,4hba_c
C17467,4hba_e
C04188,5mdr1p_c
C04582,5mdru1p_c
C01213,mmcoa__R_c
C01213,mmcoa__R_m
C01063,pmcoa_c
C00087,s_c
C00087,s_e
C02493,16BDglcn_c
C01235,1Dgali_h
C01235,1Dgali_c
C00681,1ag3p_SC_c
C02918,1mncam_c
C02918,1mncam_e
C04281,1p3h5c_c
C04281,1p3h5c_m
C00586;C02781,2dglc_c;2dglc_c
C06369,2doxg6p_c
C05984,2hb_c
C05984,2hb_e
C05802,2hp6mp_m
C02223,2mbald_m
C02223,2mbald_c
C02223,2mbald_e
C00322,2oxoadp_c
C00322,2oxoadp_m
C05853,2phetoh_m
C05853,2phetoh_c
C05853,2phetoh_e
C03672,34hpl_m
C05200,3dh5hpb_c
C05200,3dh5hpb_m
C02934,3dsphgn_c
C00632,3hanthrn_c
C05313,3hph5mb_m
C01390;C07329;C17628,3mbald_m;3mbald_m;3mbald_m
C01390;C07329;C17628,3mbald_c;3mbald_c;3mbald_c
C01390;C07329;C17628,3mbald_e;3mbald_e;3mbald_e
C16216,3ohodcoa_x
C13425,3ophb_5_c
C13425,3ophb_5_m
C02946,4aabutn_c
C02946,4aabutn_m
C01061,4fumacac_c
C01061,4fumacac_n
C03078,4gudbd_c
C01035,4gudbutn_c
C01127,4h2oglt_x
C01127,4h2oglt_c
C01127,4h2oglt_m
C02949,4hbzcoa_c
C02949,4hbzcoa_m
C05938,4hglusa_c
C05938,4hglusa_m
C01157;C03651,4hpro_LT_c;4hpro_LT_c
C01157;C03651,4hpro_LT_r;4hpro_LT_r
C01157;C03651,4hpro_LT_m;4hpro_LT_m
C01157;C03651,4hpro_LT_g;4hpro_LT_g
C01036,4mlacac_c
C01036,4mlacac_n
C05103,4mzym_c
C15816,4mzym_int2_c
C15816,4mzym_int2_r
C01143,5dpmev_x
C01143,5dpmev_c
C01107,5pmev_x
C01107,5pmev_c
C04076,L2aadp6sa_c
C04076,L2aadp6sa_m
C00956,L2aadp_c
C00956,L2aadp_m
C00491,Lcystin_h
C00491,Lcystin_c
C00491,Lcystin_e
C00491,Lcystin_v
C02700;C15605,Lfmkynr_c;Lfmkynr_c
C00328;C01718,Lkynr_c;Lkynr_c
C02567,N1sprm_c
C01152,NPmehis_c
C00811,T4hcinnm_p
C00811,T4hcinnm_c
C00811,T4hcinnm_e
C00811,T4hcinnm_m
C00532,abt_c
C00532,abt_e
C01883,aces_c
C01883,aces_e
C01077,achms_h
C01077,achms_c
C02571,acrn_x
C02571,acrn_c
C02571,acrn_r
C02571,acrn_m
C00810,actn__R_c
C00810,actn__R_e
C05715,acybut_c
C01010,allphn_c
C01010,allphn_m
C01242,alpro_c
C01242,alpro_m
C03011,apep_c
C05665,aproa_c
C05714,aprop_c
C02714,aprut_c
C00216,arab__D_p
C00216,arab__D_c
C00216,arab__D_e
C05921,btamp_c
C05921,btamp_m
C03044,btd_RR_c
C03044,btd_RR_e
C04441,caphis_c
C00307,cdpchol_c
C00570,cdpea_c
C00409,ch4s_c
C00409,ch4s_e
C00734,chitos_c
C00588,cholp_c
C00588,cholp_l
C00588,cholp_g
C04692,cmaphis_c
C04409,cmusa_c
C00223,coucoa_m
C00579,dhlam_h
C00579,dhlam_c
C00579,dhlam_m
C02972,dhlpro_c
C02972,dhlpro_m
C00381,dolichol_c
C00110,dolp_c
C00110,dolp_r
C02783,drib_p
C02783,drib_c
C02783,drib_e
C05947,e4hglu_x
C05947,e4hglu_c
C05947,e4hglu_m
C15777,epist_c
C15777,epist_e
C05400,epm_h
C05400,epm_c
C01694;C19653,ergst_c;ergst_c
C01694;C19653,ergst_r;ergst_r
C01694;C19653,ergst_e;ergst_e
C00346,ethamp_c
C00346,ethamp_r
C04525,fecost_c
C04525,fecost_e
C00923,ficytc_x
C00923,ficytc_c
C00923,ficytc_m
C00923,ficytc_h
C00924,focytc_x
C00924,focytc_c
C00924,focytc_m
C00924,focytc_h
C01172,g6p_B_h
C01172,g6p_B_c
C00353,ggdp_h
C00353,ggdp_c
C00353,ggdp_u
C05401,ggl_h
C05401,ggl_c
C02038,glp_c
C03738,gluala_c
C03738,gluala_e
C03227,hLkynr_c
C15670,hemeA_c
C15670,hemeA_m
C01230,hexdp_c
C01230,hexdp_m
C00544,hgentis_h
C00544,hgentis_c
C05662,hicit_m
C00356,hmgcoa_x
C00356,hmgcoa_c
C00356,hmgcoa_r
C00356,hmgcoa_m
C04144,hpglu_c
C04144,hpglu_m
C00517,hxdcal_c
C00517,hxdcal_r
C02693,iad_c
C12296,iamac_c
C12296,iamac_e
C07328,iamoh_m
C07328,iamoh_c
C07328,iamoh_e
C14710,ibutoh_m
C14710,ibutoh_c
C14710,ibutoh_e
C00637,id3acald_m
C00637,id3acald_c
C00637,id3acald_e
C00954,ind3ac_m
C00954,ind3ac_c
C00954,ind3ac_e
C02938,ind3acnl_c
C00955,ind3eth_m
C00955,ind3eth_c
C00955,ind3eth_e
C00331,indpyr_c
C00531,itaccoa_m
C00490,itacon_m
C01724,lanost_c
C01724,lanost_r
C01724,lanost_e
C00248,lpam_h
C00248,lpam_c
C00248,lpam_m
C02051,lpro_c
C02051,lpro_m
C05864,m4macchitppdol_g
C05860,macchitppdol_g
C00464,mannan_c
C00464,mannan_r
C05399,melt_h
C05399,melt_c
C00418;C02104,mev__R_x;mev__R_x
C00418;C02104,mev__R_c;mev__R_c
C00418;C02104,mev__R_r;mev__R_r
C04489,mhpglu_c
C04489,mhpglu_m
C05936,n4abutn_c
C05936,n4abutn_m
C00001;C01328,oh1_m;oh1_m
C00001;C01328,oh1_c;oh1_c
C00001;C01328,oh1_e;oh1_e
C05533,oxag_c
C05533,oxag_m
C02505,pad_c
C04217,pendp_c
C04217,pendp_m
C00012;C01076,pepd_c;pepd_c
C00012;C01076,pepd_e;pepd_e
C12303,pheac_c
C12303,pheac_e
C11526,ppmi12346p_c
C11526,ppmi12346p_n
C02939,ivcoa_c
C02939,ivcoa_m
C01204,ppmi1346p_c
C01204,ppmi1346p_n
C12144,psphings_c
C12144,psphings_r
C04308,ptd2meeta_SC_c
C17568,q6_m
C00492,raffin_p
C00492,raffin_c
C00492,raffin_e
C00492,raffin_h
C03150,rnam_p
C03150,rnam_c
C03150,rnam_e
C00449,saccrp__L_c
C00449,saccrp__L_m
C01722,sbt__L_c
C01722,sbt__L_e
C01169,sdhlam_c
C01169,sdhlam_m
C01120,sph1p_c
C01120,sph1p_r
C01120,sph1p_e
C00836,sphgn_c
C00836,sphgn_r
C00750,sprm_h
C00750,sprm_c
C00750,sprm_e
C00751,sql_c
C00751,sql_r
C00247,srb__L_c
C00247,srb__L_e
C05122,tchola_x
C05122,tchola_c
C05122,tchola_e
C05122,tchola_v
C03881,tglp_c
C09332,thfglu_c
C03028,thmtp_c
C03028,thmtp_e
C00379,xylt_c
C00379,xylt_e
C05437,zymst_c
C05437,zymst_r
C05437,zymst_e
C00641,12dgr_EC_c
C05672,2a3pp_c
C02323,2hymeph_c
C01033;C15980,2mbcoa_c;2mbcoa_c
C01033;C15980,2mbcoa_m;2mbcoa_m
C05118,2mbdhl_c
C05118,2mbdhl_m
C04424,2mpdhl_c
C04424,2mpdhl_m
C05813,2ombz_c
C05814,2ommb_c
C03580,3AStrmyn_c
C04046,3g12dgr_SA2_c
C05119;C15975,3mbdhl_c;3mbdhl_c
C05119;C15975,3mbdhl_m;3mbdhl_m
C02798,3pop_c
C03680,4izp_c
C00835;C03684,6pthp_c;6pthp_c
C00835;C03684,6pthp_n;6pthp_n
C02078,Sptmyn_c
C00413,Stmyn_c
C02999,acmama_c
C06506,adcobdam_c
C06507,adcobhex_c
C01586,bgly_c
C00180;C00539,bz_p;bz_p
C00180;C00539,bz_c;bz_c
C00180;C00539,bz_r;bz_r
C00180;C00539,bz_e;bz_e
C00513,cdpglyc_c
C05768,cpppg1_h
C05768,cpppg1_c
C17432,decdp_c
C17432,decdp_m
C00138,fdxrd_u
C00138,fdxrd_c
C00138,fdxrd_m
C00138,fdxrd_h
C00439,forglu_c
C00488,frmd_x
C00488,frmd_c
C15670,hemeA_1_c
C04216,hepdp_c
C00630,ibcoa_c
C00630,ibcoa_m
C05396,lac6p_c
C01384,male_c
C01596,malm_c
C04390,n6all26d_c
C05539,nal2a6o_c
C01358,nh4oh_c
C01682,nop_c
C04137,octp_c
C02656,pime_c
C02656,pime_e
C06188,salc6p_c
C01451,salcn_p
C01451,salcn_c
C01451,salcn_e
C01968,udcp_c
C05766,uppg1_h
C05766,uppg1_c
C00785,urcan_c
C00642;C13636,4hphac_p;4hphac_p
C00642;C13636,4hphac_c;4hphac_c
C00642;C13636,4hphac_e;4hphac_e
C19806,tcb_p
C19806,tcb_c
C19806,tcb_e
C01861,tton_p
C01861,tton_e
C05824,slcys_c
C02084,tet_p
C02084,tet_e
C00795,tag__D_p
C00795,tag__D_e
C00491,cysi__L_p
C00491,cysi__L_c
C00491,cysi__L_e
C00800,guln__L_p
C00800,guln__L_c
C00800,guln__L_e
C03680,4iz5pp_c
C00785,urocan_c
C00488,foam_p
C00488,foam_c
C00488,foam_e
C03557,AEP_p
C03557,AEP_c
C03557,AEP_e
C11538,codscl2_c
C00741,diact_c
C00741,diact_e
C06181,pprdn_c
C00431,5aptn_c
C00489,glutar_c
C03273,oxptn_c
C02457,13ppd_p
C02457,13ppd_c
C02457,13ppd_e
C00474,rbt_c
C00474,rbt_e
C00185;C06422,cellb_p;cellb_p
C00185;C06422,cellb_c;cellb_c
C00185;C06422,cellb_e;cellb_e
C00527,glutcoa_c
C00527,glutcoa_m
C01904,abt__D_c
C01904,abt__D_e
C00805,salc_c
C06377,galam6p_c
C05593,3hoxpac_p
C05593,3hoxpac_c
C05593,3hoxpac_e
C05551,peng_p
C05551,peng_e
C02954,6apa_p
C02954,6apa_e
C04534,cellb6p_c
C00642;C13636,4hoxpac_p;4hoxpac_p
C00642;C13636,4hoxpac_c;4hoxpac_c
C00642;C13636,4hoxpac_e;4hoxpac_e
C06376,acgal6p_c
C06188,salcn6p_c
C00309;C08354,rbl__D_c;rbl__D_c
C16848,dkfp_c
C00128,cmp_nate_c
C05841,nicrns_c
C01188,3hmp_c
C01188,3hmp_m
C06000,3hibutcoa_c
C06000,3hibutcoa_m
C05852,2hyoxplac_c
C02220,amuco_c
C03824,am6sa_c
C05345,f6p_B_h
C05345,f6p_B_c
C00640,3hacoa_x
C00264,3oacoa_x
C00040,acoa_x
C00501,cdpglc_c
C01613,stys_c
C15606,dhmtp_c
C15650;C15651,hkmpp_c;hkmpp_c
C04642,5cmhmsa_c
C04186,5cmhm_c
C05601;C06201,24dhhed_c;24dhhed_c
C01161,34dhpha_c
C04052,5cohe_c
C05601;C06201,4h2kpi_c;4h2kpi_c
C03063,2ohed_c
C00408,Lpipecol_x
C00408,Lpipecol_c
C04092,1pipdn2c_x
C04092,1pipdn2c_c
C01218,6p2dhglcn_c
C01197;C01481,34dhcinm_p;34dhcinm_p
C01197;C01481,34dhcinm_c;34dhcinm_c
C01197;C01481,34dhcinm_e;34dhcinm_e
C07209,3mbzald_c
C07216,3mbzalc_c
C07211,m_tol_c
C06210,cchoxod_c
C02923,3mcat_c
C00846,3oxoadp_p
C00846,3oxoadp_c
C00846,3oxoadp_e
C00230,34dhbz_p
C00230,34dhbz_c
C00230,34dhbz_e
C00223,4cmcoa_c
C01278,4cml_c
C03586,5odhf2a_c
C06758,4mbzald_c
C06757,4mbzalc_c
C01454,p_tol_c
C06760,hmccms_c
C06730,4mcat_c
C11354,2hchd_c
C07479,2omcm_c
C02501;C03453,2hmc_c;2hmc_c
C07478,hmccm_c
C00919,chols_p
C00919,chols_c
C00919,chols_e
C01020,6hnac_c
C01059,dhpyr_c
C00450,thp2c_x
C00450,thp2c_c
C03345,2mb2coa_c
C03345,2mb2coa_m
C03460,2mp2coa_c
C03460,2mp2coa_m
C04122;C04126,applp_c;applp_c
C01359,pqqh2_c
C00113,pqq_c
C03239,6a2ohxnt_x
C03239,6a2ohxnt_c
C00990,5apentam_c
C00014;C01342,nh3_c;nh3_c
C03771,oxoarg__L_c
C01089,bhb_p
C01089,bhb_c
C01089,bhb_e
C01089,bhb_m
C01089,bhb_x
C01026,dmgly_c
C01026,dmgly_m
C06321,bz12diol_c
C00556;C03485,bzalc_p;bzalc_p
C00556;C03485,bzalc_c;bzalc_c
C00556;C03485,bzalc_e;bzalc_e
C00193;C00261,bzal_p;bzal_p
C00193;C00261,bzal_c;bzal_c
C00193;C00261,bzal_e;bzal_e
C00090;C01785;C15571,catechol_p;catechol_p;catechol_p
C00090;C01785;C15571,catechol_c;catechol_c;catechol_c
C00090;C01785;C15571,catechol_e;catechol_e;catechol_e
C16700,34dhbald_c
C00323,caffcoa_c
C00682,2hmcnsad_c
C02480;C03647,ccmuac_c;ccmuac_c
C00590,confrl_p
C00590,confrl_c
C00590,confrl_e
C02666,conialdh_c
C01494,fer_p
C01494,fer_c
C01494,fer_e
C06504,co2dam_c
C06503,hgbam_c
C00633,4hbald_p
C00633,4hbald_c
C00633,4hbald_e
C06505,co1dam_c
C05824,scys__L_h
C05824,scys__L_c
C05824,scys__L_m
C03283,24dab_c
C06720,dh3mchc_c
C06729,dh4mchc_c
C02642,cala_c
C00268;C02953,dhbpt_c;dhbpt_c
C00272,thbpt_c
C00272,thbpt_n
C00739,lys__D_c
C00039,dna_c
C00039,dna_n
C02967,dna5mtc_c
C02967,dna5mtc_n
C04405,3hmbcoa_c
C04405,3hmbcoa_m
C01424,ga_p
C01424,ga_c
C01424,ga_e
C07208,m_xyl_p
C07208,m_xyl_c
C07208,m_xyl_e
C06756,p_xyl_p
C06756,p_xyl_c
C06756,p_xyl_e
C00296,quin_kt_p
C00296,quin_kt_c
C00296,quin_kt_e
C01455,tol_p
C01455,tol_c
C01455,tol_e
C00755,vanln_p
C00755,vanln_c
C00755,vanln_e
C06672,vanlt_p
C06672,vanlt_c
C06672,vanlt_e
C00524,cytcc_c
C00406,ferulcoa_c
C01045,Nforglu_c
C02647,gdbtal_c
C06157,S_gtrdhdlp_c
C06112,glutrna_gln_c
C03344,2maacoa_c
C03344,2maacoa_m
C06002,mmtsa_c
C00596,chpd_c
C06762,4hoxoh_c
C03589,4h2oxov_c
C03069,3mb2coa_c
C03069,3mb2coa_m
C03231,3mgcoa_c
C03231,3mgcoa_m
C04489,5mthglu_c
C04144,thglu_c
C01163,CCbuttc_c
C18232,nfmalm_c
C06407,pre4_c
C06416,pre5_c
C06406,pre3b_c
C05772,pre3a_c
C06319,pre6b_c
C06320,pre6a_c
C06408,pre8_c
C06399,hgbyr_c
C01136,adhlam_h
C01136,adhlam_c
C01136,adhlam_m
C00435,rbrdxOX_c
C00340,rbrdxRD_c
C05691,seasmet_c
C05691,seasmet_n
C05335,selmeth_c
C01659,aa_c
C01659,aa_e
C06244,ad_c
C06244,ad_e
C00511,acryl_c
C01070,ficytcc553_c
C01071,focytcc553_c
C04121,cmpkdo_c
C04824,lipidX_HP_c
C13908,lipidA_HP_c
C06024,kdolipid4_HP_c
C02532,pser__D_c
C02532,pser__D_e
C02200,ugam_c
C20985,tres_c
C20370,decda_tb_c
C02463,pre2_c
C00265,dtt_c
C01119,dttOX_c
C05688,selcys_h
C05688,selcys_c
C05688,selcys_m
C05893,uaaGgla_c
C04079,ptcys_c
C00831,ptth_c
C05377,mndn_c
C04851,uaGgla_c
C04702,uGgla_c
C04702,uAgla_c
C03516,mppp9_h
C03516,mppp9_c
C00349,2mop_c
C00349,2mop_m
C03546,mi4p__D_c
C04006,mi3p__D_c
C04006,mi3p__D_n
C12216,mcbts_c
C06425,arach_c
C06425,arach_e
C05892,uGgl_c
C04700,uAgl_c
C05894,uaaGgtla_c
C01879,5oxpro_c
C00667,adfdOX_c
C00662,adfdRD_c
C00237,co_p
C00237,co_c
C00237,co_e
C00237,co_h
C02527,butpi_c
C02782,2dglcn_c
C03926,3ddgc_c
C20352,decdpr_tb_c
C11545,copre8_c
C05773,cobya_c
C11542,copre6_c
C11543,codhpre6_c
C11540,copre4_c
C11541,copre5_c
C11539,copre3_c
C11538,copre2_c
C01278,2c25dho_c
C00504,fol_c
C00504,fol_e
C05338,hphaccoa_c
C05979,ppoh_p
C05979,ppoh_c
C05979,ppoh_e
C00969,3hppnl_c
C00691,2ins_c
C06892,d5kg_c
C06893,d5kgp_c
C06891,dkdi_c
C01142,36dahx_c
C02835,im4ac_c
C02835,im4ac_m
C05130,im4act_c
C05130,im4act_m
C00617,udpgalur_c
C02985,fuc1p__L_c
C02985,fuc1p__L_e
C03892,pgp_EC_c
C01180,4met2obut_c
C00383,malon_c
C08276,mtpp_c
C03167,Pald_c
C04642,2h5cmmusa_c
C04186,5cm2hmu_c
C04052,5c2o3ed_c
C11539,codscl3_c
C11540,codscl4_c
C16242,codscl5a_c
C16243,codscl5b_c
C11542,codscl6a_c
C11543,codscl6b_c
C16244,codscl7_c
C05773,cobn_c
C04122;C04126,appp_c;appp_c
C01788,cdpabeq_c
C01219,cdp4dh6doglc_c
C03063,2oh3d_c
C06030,2m3osuc_c
C06714,3hpimcoa_c
C08262,3mb_p
C08262,3mb_c
C08262,3mb_e
C06715,3opimcoa_c
C11062,4hbutcoa_c
C03079,4hglu_c
C02376,5mcsn_c
C20239,6ctd_c
C06749,6hch1eccoa_c
C09821,6occhcoa_c
C00506,Lcyst_p
C00506,Lcyst_c
C00506,Lcyst_e
C00506,Lcyst_m
C00506,Lcyst_h
C00436,Ncbmpts_c
C00207,acetone_m
C00207,acetone_c
C00207,acetone_e
C00512,benzcoa_c
C09816,bzsucc_c
C09817,bzsuccoa_c
C17017,cdhxfut_c
C06322,ch15deccoa_c
C02226,citac_c
C00815,citm_c
C18172,cspmd_c
C17010,dhxfut_c
C06310,dplpt_c
C00125,ficytC_c
C00125,ficytC_m
C06260,ficytb_c
C00126,focytC_c
C00126,focytC_m
C00924,focytb_c
C16999,fut_c
C09819,hmpscoa_c
C15489,indaccoa_c
C00827,laccoa_c
C00697,n2_p
C00697,n2_c
C00697,n2_e
C02116,n2ppn_c
C00146;C15584,phenol_p;phenol_p
C00146;C15584,phenol_c;phenol_c
C00146;C15584,phenol_e;phenol_e
C09818,phitcoa_c
C05723,polglu_c
C00894,pp2coa_c
C02734,pphos_c
C02451,pt2coa_c
C00888,ptcoa_c
C06032,r3mmal_c
C00190,udpxyl_c
C00190,udpxyl_r
C00190,udpxyl_g
C02331,vaccoa_c
C02632,ibt_p
C02632,ibt_e
C00803,pta_p
C00803,pta_c
C00803,pta_e
C00031,glc_B_h
C00031,glc_B_c
C05577,34dhmald_c
C05576,34dhoxpeg_c
C05576,34dhoxpeg_e
C03561,3hbcoa__R_c
C03561,3hbcoa__R_m
C02094,bcarote_c
C08591,bcryptox_c
C06098,zeax_c
C08592,echin_c
C00500,biliverd_h
C00500,biliverd_c
C00486,bilirub_h
C00486,bilirub_c
C00486,bilirub_r
C00486,bilirub_e
C00138,fdxr_2_2_c
C02139,chlld_c
C05427,phdp_c
C05306,cholphya_c
C02880,pchlld_c
C11831,dvpchlld_c
C05435,gcarote_c
C15882,2m6phol_c
C05432,lycop_c
C15883,23dmphol_c
C04536,mppp9om_c
C11829,hmppp9_c
C11830,omppp9_c
C03427,prephytedp_c
C05430,zcarote_c
C01182,rb15bp_h
C01182,rb15bp_c
C00205,photon_p
C00205,photon_c
C00205,photon_e
C11521,udpsq_h
C11521,udpsq_c
C02483,gtocophe_c
C02477,atocophe_c
C14151,dtocophe_c
C14152,btocophe_c
C05431,neuspn_c
C13309,dmtphllqne_c
C02059,phllqne_c
C10517,glcglycp_c
C11546,glcglyc_p
C11546,glcglyc_c
C11546,glcglyc_e
C06310,dptne_c
C06309,dpterol_c
C05488,11docrtsl_c
C05488,11docrtsl_r
C05488,11docrtsl_m
C03205,11docrtstrn_c
C03205,11docrtstrn_r
C03205,11docrtstrn_m
C14812,12RHPET_c
C07058,13_cis_retn_c
C07058,13_cis_retn_r
C07058,13_cis_retn_n
C05966,15HPET_c
C05138,17ahprgnlone_c
C05138,17ahprgnlone_r
C01176,17ahprgstrn_c
C01176,17ahprgstrn_r
C06178,1mpyr_c
C07712,2425dhvitd3_m
C07712,2425dhvitd3_c
C07712,2425dhvitd3_e
C01561,25hvitd3_m
C01561,25hvitd3_c
C01561,25hvitd3_e
C02218;C20253,2amac_c;2amac_c
C03557,2ameph_c
C05604,2c23dh56dhoxin_c
C05580,34dhoxmand_c
C00355,34dhphe_c
C00355,34dhphe_e
C01060,35diotyr_c
C03284,3aib_m
C03284,3aib_c
C03284,3aib_e
C01205,3aib__D_m
C01205,3aib__D_c
C01205,3aib__D_e
C01259,3htmelys_c
C01259,3htmelys_m
C05636,3hxkynam_c
C02515,3ityr__L_c
C05583,3m4hpga_c
C05584,3mox4hoxm_c
C05581,3mox4hpac_c
C05587,3moxtyr_c
C05587,3moxtyr_e
C05696,3padsel_c
C05527,3snpyr_h
C05527,3snpyr_c
C05527,3snpyr_m
C05528,3spyr_h
C05528,3spyr_c
C05528,3spyr_m
C05100,3uib_c
C05645,42A3HP24DB_c
C05639,46dhoxquin_c
C05637,48dhoxquin_c
C01252,4aphdob_c
C02373,4mptnl_m
C02373,4mptnl_c
C02373,4mptnl_r
C02373,4mptnl_e
C00870,4nph_c
C00870,4nph_e
C00847,4pyrdx_c
C00847,4pyrdx_e
C01149,4tmeabut_c
C01149,4tmeabut_m
C01181,4tmeabutn_c
C04185,56dihindlcrbxlt_c
C00906,56dthm_c
C05356,5HPET_c
C03917;C05293,5adtststerone_c;5adtststerone_c
C03917;C05293,5adtststerone_r;5adtststerone_r
C03917;C05293,5adtststerone_e;5adtststerone_e
C00664,5forthf_c
C05634,5hoxindact_c
C05634,5hoxindact_m
C05635,5hoxindoa_c
C05635,5hoxindoa_m
C05648,5hoxnfkyn_c
C00643;C01017,5htrp_c;5htrp_c
C00643;C01017,5htrp_e;5htrp_e
C05651,5hxkyn_c
C05638,5hxkynam_c
C05643,6hoxmelatn_c
C14497,6htststerone_c
C14497,6htststerone_r
C14497,6htststerone_e
C01164,7dhchsterol_c
C01164,7dhchsterol_r
C01693;C15566,L_dpchrm_c;L_dpchrm_c
C01042,Nacasp_c
C01042,Nacasp_m
C00978,Nacsertn_c
C01996,ach_c
C01996,ach_e
C01996,ach_n
C06241,acnamp_c
C06192,adpman_c
C03246,adprbp_c
C03246,adprbp_e
C16527,adrn_x
C16527,adrn_c
C16527,adrn_e
C16170,adrncoa_x
C16170,adrncoa_c
C16170,adrncoa_m
C00788,adrnl_c
C00788,adrnl_e
C05686,adsel_c
C06800,aflatoxin_c
C06800,aflatoxin_e
C11136,ahandrostanglc_c
C11136,ahandrostanglc_r
C11136,ahandrostanglc_e
C03201,ak2g_hs_c
C01780,aldstrn_m
C01780,aldstrn_c
C01780,aldstrn_e
C00523,andrstrn_c
C00523,andrstrn_r
C00523,andrstrn_e
C11135,andrstrnglc_c
C11135,andrstrnglc_r
C11135,andrstrnglc_e
C02759,apnnox_c
C02759,apnnox_e
C06306,appnn_c
C06306,appnn_e
C04042,aprgstrn_c
C04042,aprgstrn_e
C00992;C08230,aqcobal_c;aqcobal_c
C00992;C08230,aqcobal_e;aqcobal_e
C00219,arachd_c
C00219,arachd_r
C00219,arachd_e
C02249,arachdcoa_x
C02249,arachdcoa_c
C02249,arachdcoa_m
C00402,asp__D_x
C00402,asp__D_c
C00402,asp__D_e
C02477,avite1_h
C02477,avite1_c
C02477,avite1_e
C14153,avite2_c
C14153,avite2_e
C05787,bildglcur_c
C05787,bildglcur_r
C05787,bildglcur_e
C03374,bilglcur_c
C03374,bilglcur_r
C03374,bilglcur_e
C05552,biocyt_m
C05552,biocyt_c
C05552,biocyt_e
C05552,biocyt_n
C14152,bvite_h
C14152,bvite_c
C14152,bvite_e
C16169,c226coa_x
C16169,c226coa_c
C16169,c226coa_m
C02094,caro_u
C02094,caro_c
C02094,caro_e
C02094,caro_h
C00541,cbl2_m
C00541,cbl2_c
C00541,cbl2_e
C18230,cca_d3_m
C18230,cca_d3_c
C18230,cca_d3_e
C00695;C01558,cholate_c;cholate_c
C00695;C01558,cholate_e;cholate_e
C00187,chsterol_c
C00187,chsterol_e
C00187,chsterol_g
C00187,chsterol_m
C00187,chsterol_l
C00187,chsterol_r
C18043,chsterols_c
C18043,chsterols_r
C00461,chtn_c
C00461,chtn_e
C16513,clpnd_c
C16513,clpnd_e
C16166,clpndcoa_x
C16166,clpndcoa_c
C16166,clpndcoa_m
C05673,cmp2amep_c
C00128,cmpacna_c
C00128,cmpacna_g
C00128,cmpacna_n
C05674,cmpntm2amep_c
C05851,coumarin_c
C05851,coumarin_e
C00300,creat_m
C00300,creat_c
C00300,creat_e
C02960,crmp_hs_c
C02960,crmp_hs_e
C00791,crtn_c
C00735,crtsl_m
C00735,crtsl_c
C00735,crtsl_r
C00735,crtsl_e
C02140;C02942,crtstrn_m;crtstrn_m
C02140;C02942,crtstrn_c;crtstrn_c
C02140;C02942,crtstrn_r;crtstrn_r
C02140;C02942,crtstrn_e;crtstrn_e
C01678,cysam_c
C16173,dcsptn1coa_x
C16173,dcsptn1coa_c
C16173,dcsptn1coa_m
C13650,debrisoquine_c
C13650,debrisoquine_e
C05466,dgchol_x
C05466,dgchol_c
C05466,dgchol_e
C05422,dhdascb_u
C05422,dhdascb_c
C05422,dhdascb_e
C01227,dhea_c
C01227,dhea_r
C04555,dheas_c
C04555,dheas_r
C04555,dheas_e
C03405;C06127,digalsgalside_hs_c;digalsgalside_hs_c
C03405;C06127,digalsgalside_hs_e;digalsgalside_hs_e
C03405;C06127,digalsgalside_hs_g;digalsgalside_hs_g
C06126,digalside_hs_c
C06126,digalside_hs_l
C06126,digalside_hs_g
C03595,dlnlcgcoa_c
C03595,dlnlcgcoa_m
C00822,dopaqn_c
C13690,dopasf_c
C13690,dopasf_e
C16164,eicostetcoa_c
C16164,eicostetcoa_m
C01712,elaid_c
C01712,elaid_e
C02022;C02045,eryth_c;eryth_c
C00951,estradiol_c
C00951,estradiol_r
C00951,estradiol_e
C05503,estradiolglc_c
C05503,estradiolglc_r
C05503,estradiolglc_e
C05141,estriol_c
C05141,estriol_r
C05504,estriolglc_c
C05504,estriolglc_r
C05504,estriolglc_e
C00468,estrone_c
C00468,estrone_r
C11133,estroneglc_c
C11133,estroneglc_r
C11133,estroneglc_e
C02538,estrones_c
C02538,estrones_r
C02538,estrones_e
C05647,f5hoxkyn_c
C05642,fna5moxam_c
C00798,formcoa_x
C00798,formcoa_c
C01921,gchola_x
C01921,gchola_c
C01921,gchola_e
C05466,gdchola_x
C05466,gdchola_c
C05466,gdchola_e
C02670,glac_c
C02670,glac_r
C02670,glac_m
C04248,gpail_hs_c
C00581,gudac_c
C01040,gullac_c
C01040,gullac_r
C00800,guln_c
C00800,guln_r
C14209,hestratriol_c
C14209,hestratriol_r
