,NAD/NADP,NAD only
MANGLYCptspp,0.0,0.0
MANGLYCptspp_reverse_6186a,0.0,0.0
MEOHtrpp,0.0,0.0
MEOHtrpp_reverse_3d00f,1.6759958979178874e-06,1.449572017525715e-06
MTHFD,0.0,0.6974079420678752
MTHFD_reverse_c10fd,0.0,0.0
MG2tpp,0.0,0.0
MG2tpp_reverse_85d82,0.0,0.0
MCITL2,0.0,0.0
MCITL2_reverse_5d403,0.0,0.0
MMM,0.0,0.0
MMM_reverse_37538,0.0,0.0
MN2tpp,0.000551402650414985,0.00047690919376596017
MN2tpp_reverse_45302,0.0,0.0
MNLptspp,0.0,0.0
MNLptspp_reverse_ef012,0.0,0.0
DMSOR1pp,0.0,0.0
DMSOR1pp_reverse_8bb05,0.0,0.0
DSBAO2,0.0,0.0
DSBAO2_reverse_f2c04,0.0,0.0
NO3R2bpp,0.0,0.0
NO3R2bpp_reverse_ba091,0.0,0.0
NTRIR4pp,0.0,0.0
NTRIR4pp_reverse_e0888,0.0,0.0
QMO3,0.0,0.0
QMO3_reverse_81f19,0.0,0.0
TMAOR1pp,0.0,0.0
TMAOR1pp_reverse_dafd5,0.0,0.0
DM_MTHTHF,0.0011229172516049849,0.0009712132517422292
DM_MTHTHF_reverse_78338,0.0,0.0
N2Otpp,0.0,0.0
N2Otpp_reverse_e5ea3,0.0,0.0
PNTOt4pp,0.0,0.0
PNTOt4pp_reverse_a34a9,0.0,0.0
PPAt4pp,0.0,0.0
PPAt4pp_reverse_ace84,0.0,0.0
PROt4pp,0.004149765843244689,0.0
PROt4pp_reverse_a83c2,0.0,0.0
SERt4pp,0.0,0.0
SERt4pp_reverse_0b585,0.0,0.0
THRt4pp,0.0,0.00358914031539367
THRt4pp_reverse_394e5,0.0,0.0
NACtpp,0.0,0.0
NACtpp_reverse_4b9c9,0.0,0.0
NADTRHD,0.0,
NADTRHD_reverse_49725,0.0,
NH4tpp,8.804240253190368,7.614804023359087
NH4tpp_reverse_eca16,0.0,0.0
SERD_D,0.0,0.0
SERD_D_reverse_0aea1,0.0,0.0
SERD_L,0.0,0.0
SERD_L_reverse_0f0ab,0.0,0.0
NI2tpp,0.0002572653703303957,0.00022250930469019722
NI2tpp_reverse_e3b18,0.0,0.0
NMNPtpp,0.0,0.0
NMNPtpp_reverse_fc375,0.0,0.0
NOtpp,0.0,0.0
NOtpp_reverse_27880,0.0,0.0
NO3t7pp,0.0,0.0
NO3t7pp_reverse_bcb41,0.0,0.0
O16AUNDtpp,-0.0,-0.0
O16AUNDtpp_reverse_3cf3d,0.0,0.0
O2tpp,12.985446103484112,17.845540390555865
O2tpp_reverse_28c7e,0.0,0.0
QMO2,0.0,0.0
QMO2_reverse_62073,0.0,0.0
CTECOAI8,0.0,0.0
CTECOAI8_reverse_0323d,0.0407484882660776,0.0352434444621027
PTRCORNt7pp,0.0,0.0
PTRCORNt7pp_reverse_b20e8,0.0,0.0
ORPT,0.0,0.0
ORPT_reverse_19432,0.2684308550023247,0.2321663534709536
DM_OXAM,0.0,0.0
DM_OXAM_reverse_7c3e7,0.0,0.0
PAPSR,0.2077036576351174,0.17964328577393499
PAPSR_reverse_75961,0.0,0.0
SBTptspp,0.0,0.0
SBTptspp_reverse_05c76,0.0,0.0
SUCptspp,0.0,0.0
SUCptspp_reverse_66a2f,0.0,0.0
TREptspp,0.0,0.0
TREptspp_reverse_dc50f,0.0,0.0
PPCSCT,0.0,1000.0
PPCSCT_reverse_8447c,0.0,0.0
PPALtpp,0.0,0.0
PPALtpp_reverse_3bfa7,0.0,0.0
UPPRT,0.0,0.0
UPPRT_reverse_07052,0.0,0.0
XPPT,0.0,0.0
XPPT_reverse_acb2c,0.0,0.0
PRMICI,0.07714273918936453,0.06672090082267361
PRMICI_reverse_af0a9,0.0,0.0
PYDAMtpp,0.0,0.0
PYDAMtpp_reverse_3412a,0.0,0.0
PYDXtpp,0.0,0.0
PYDXtpp_reverse_58147,0.0,0.0
PYDXNtpp,0.0,0.0
PYDXNtpp_reverse_6fb4f,0.0,0.0
DSBAO1,0.0,0.0
DSBAO1_reverse_9c7d6,0.0,0.0
GLCDpp,0.0,0.0
GLCDpp_reverse_d9944,0.0,0.0
NO3R1bpp,0.0,0.0
NO3R1bpp_reverse_f3ffe,0.0,0.0
NTRIR3pp,0.0,0.0
NTRIR3pp_reverse_9be00,0.0,0.0
QUIN2tpp,0.0,0.0
QUIN2tpp_reverse_a8d27,0.0,0.0
PPM,0.0,0.0
PPM_reverse_4bb1e,0.7653376607985495,0.006026595662863161
RPI,0.0,0.0
RPI_reverse_853a1,4.574747704080729,6.546361054695163
RMI,0.0,0.0
RMI_reverse_ab7c1,0.0,0.0
RPE,7.279639578725277,11.475480270955412
RPE_reverse_a1b04,0.0,0.0
RBP4E,-0.0,-0.0
RBP4E_reverse_12591,0.0,0.0
X5PL3E,0.0,0.0
X5PL3E_reverse_a59f0,0.0,0.0
SO2tpp,0.0,0.0
SO2tpp_reverse_860e1,0.0,0.0
SUCTARTtpp,0.0,0.0
SUCTARTtpp_reverse_d1f18,0.0,0.0
TARTRt7pp,0.0,0.0
TARTRt7pp_reverse_ece0a,0.0,0.0
CTECOAI6,0.0,0.0
CTECOAI6_reverse_de0db,0.07906343048837843,0.06838211035475808
UPLA4FNT,0.0,0.0
UPLA4FNT_reverse_a4d3d,0.0,0.0
ULA4Ntppi,0.0,0.0
ULA4Ntppi_reverse_52ebe,0.0,0.0
MPTG,0.011272748409395711,0.009749821389877959
MPTG_reverse_610dd,0.0,0.0
MPTG2,0.0005639726196493692,0.00048778098389740305
MPTG2_reverse_fd602,0.0,0.0
UAGPT3,0.02310946943844079,0.019987423763653322
UAGPT3_reverse_7f3f7,0.0,0.0
ACGAMT,0.0,0.0
ACGAMT_reverse_2307a,0.0,0.0
UAG2E,0.0,0.0
UAG2E_reverse_83643,0.0,0.0
ACMAMUT,0.0,0.0
ACMAMUT_reverse_cf71b,0.0,0.0
PAPPT3,0.02310946943844079,0.019987423763653322
PAPPT3_reverse_0a787,0.0,0.0
UDCPPtppi,0.0,0.0
UDCPPtppi_reverse_70e48,0.0,0.0
UDPG4E,0.0,0.0
UDPG4E_reverse_08c7f,0.0,0.0
UDPGALM,0.0,0.0
UDPGALM_reverse_dc620,0.0,0.0
ECAtpp,-0.0,-0.0
ECAtpp_reverse_3630a,0.0,0.0
UREAtpp,0.0,0.0
UREAtpp_reverse_c8094,0.0,0.0
XANtpp,0.0,0.0
XANtpp_reverse_97eaa,0.0,0.0
XYLI1,0.0,0.0
XYLI1_reverse_ba684,0.0,0.0
ZN2tpp,0.00027151133546269776,0.00023483066683916584
ZN2tpp_reverse_5a7f0,0.0,0.0
DM_12ppd-R_e,0.0,0.0
DM_12ppd-R_e_reverse_cab5a,0.0,0.0
12PPDRtex,0.0,0.0
12PPDRtex_reverse_1d688,0.0,0.0
DM_12ppd-S_e,0.0,0.0
DM_12ppd-S_e_reverse_30893,0.0,0.0
12PPDStex,0.0,0.0
12PPDStex_reverse_ec7d6,0.0,0.0
DM_14glucan_e,0.0,0.0
DM_14glucan_e_reverse_faf19,0.0,0.0
14GLUCANtexi,0.0,0.0
14GLUCANtexi_reverse_2d4f8,0.0,0.0
DM_15dap_e,0.0,0.0
DM_15dap_e_reverse_c4b09,0.0,0.0
DAPtex,0.0,0.0
DAPtex_reverse_c7721,0.0,0.0
DM_23camp_e,0.0,0.0
DM_23camp_e_reverse_d81f5,0.0,0.0
23CAMPtex,0.0,0.0
23CAMPtex_reverse_1c6db,0.0,0.0
DM_23ccmp_e,0.0,0.0
DM_23ccmp_e_reverse_01102,0.0,0.0
23CCMPtex,0.0,0.0
23CCMPtex_reverse_e7e14,0.0,0.0
DM_23cgmp_e,0.0,0.0
DM_23cgmp_e_reverse_fb7f5,0.0,0.0
23CGMPtex,0.0,0.0
23CGMPtex_reverse_d266a,0.0,0.0
DM_23cump_e,0.0,0.0
DM_23cump_e_reverse_ebb5e,0.0,0.0
23CUMPtex,0.0,0.0
23CUMPtex_reverse_7c421,0.0,0.0
DM_23dappa_e,0.0,0.0
DM_23dappa_e_reverse_5968a,0.0,0.0
23DAPPAtex,0.0,0.0
23DAPPAtex_reverse_0c987,0.0,0.0
DM_26dap-M_e,0.0,0.0
DM_26dap-M_e_reverse_d7e97,0.0,0.0
26DAHtex,0.0,0.0
26DAHtex_reverse_3953d,0.0,0.0
DM_2ddglcn_e,0.0,0.0
DM_2ddglcn_e_reverse_f28ed,0.0,0.0
DDGLCNtex,0.0,0.0
DDGLCNtex_reverse_cb7f7,0.0,0.0
DM_34dhpac_e,0.0,0.0
DM_34dhpac_e_reverse_a431c,0.0,0.0
34dhpactex,0.0,0.0
34dhpactex_reverse_51d40,0.0,0.0
DM_3amp_e,0.0,0.0
DM_3amp_e_reverse_2f050,0.0,0.0
3AMPtex,0.0,0.0
3AMPtex_reverse_62a3f,0.0,0.0
DM_3cmp_e,0.0,0.0
DM_3cmp_e_reverse_8210a,0.0,0.0
3CMPtex,0.0,0.0
3CMPtex_reverse_25d68,0.0,0.0
DM_3gmp_e,0.0,0.0
DM_3gmp_e_reverse_77edb,0.0,0.0
3GMPtex,0.0,0.0
3GMPtex_reverse_c1214,0.0,0.0
DM_3hcinnm_e,-0.0,-0.0
DM_3hcinnm_e_reverse_0c01a,0.0,0.0
HCINNMtex,0.0,0.0
HCINNMtex_reverse_baa63,-0.0,-0.0
DM_3hpp_e,0.0,0.0
DM_3hpp_e_reverse_4d4ee,0.0,0.0
3HPPtex,0.0,0.0
3HPPtex_reverse_49e02,0.0,0.0
DM_3hpppn_e,-0.0,-0.0
DM_3hpppn_e_reverse_8f4d4,0.0,0.0
HPPPNtex,0.0,0.0
HPPPNtex_reverse_5cefc,-0.0,-0.0
DM_3ump_e,0.0,0.0
DM_3ump_e_reverse_6710e,0.0,0.0
3UMPtex,0.0,0.0
3UMPtex_reverse_c4def,0.0,0.0
DM_4abut_e,0.0,0.0
DM_4abut_e_reverse_be46b,0.0,0.0
ABUTtex,0.0,0.0
ABUTtex_reverse_f1b1f,0.0,0.0
DM_4hoxpacd_e,0.0,0.0
DM_4hoxpacd_e_reverse_c7440,0.0,0.0
4HOXPACDtex,0.0,0.0
4HOXPACDtex_reverse_3798d,0.0,0.0
DM_5dglcn_e,0.0,0.0
DM_5dglcn_e_reverse_4e32d,0.0,0.0
5DGLCNtex,0.0,0.0
5DGLCNtex_reverse_d721b,0.0,0.0
DM_5mtr_e,0.005651458167779117,0.004887956843096711
DM_5mtr_e_reverse_5ec79,0.0,0.0
5MTRtex,0.0,0.0
5MTRtex_reverse_79096,0.005651458167779117,0.004887956843096711
DM_LalaDglu_e,-0.0,-0.0
DM_LalaDglu_e_reverse_13087,0.0,0.0
LALADGLUtex,0.0,0.0
LALADGLUtex_reverse_34575,0.0,0.0
DM_LalaDgluMdap_e,0.0,0.0
DM_LalaDgluMdap_e_reverse_fd5a0,0.0,0.0
3PEPTtex,0.0,0.0
3PEPTtex_reverse_45a83,0.0,0.0
DM_LalaDgluMdapDala_e,0.0,0.0
DM_LalaDgluMdapDala_e_reverse_20462,0.0,0.0
4PEPTtex,0.0,0.0
4PEPTtex_reverse_025c0,0.0,0.0
DM_LalaLglu_e,0.0,0.0
DM_LalaLglu_e_reverse_2f011,0.0,0.0
LALALGLUtex,0.0,0.0
LALALGLUtex_reverse_0d516,0.0,0.0
DM_ac_e,0.0,0.0
DM_ac_e_reverse_64254,0.0,0.0
ACtex,0.0,0.0
ACtex_reverse_c7bfd,0.0,0.0
DM_acac_e,-0.0,-0.0
DM_acac_e_reverse_3313f,0.0,0.0
ACACtex,0.0,0.0
ACACtex_reverse_cc949,-0.0,-0.0
DM_acald_e,0.0,0.0
DM_acald_e_reverse_ca37c,0.0,0.0
ACALDtex,0.0,0.0
ACALDtex_reverse_75f7f,0.0,0.0
DM_acgal_e,-0.0,-0.0
DM_acgal_e_reverse_2bf95,0.0,0.0
ACGALtex,0.0,0.0
ACGALtex_reverse_54263,0.0,0.0
DM_acgal1p_e,0.0,0.0
DM_acgal1p_e_reverse_8ea33,0.0,0.0
ACGAL1Ptex,0.0,0.0
ACGAL1Ptex_reverse_c2cd1,0.0,0.0
DM_acgam_e,0.0,0.0
DM_acgam_e_reverse_597f4,0.0,0.0
ACGAtex,0.0,0.0
ACGAtex_reverse_5f438,0.0,0.0
DM_acgam1p_e,0.0,0.0
DM_acgam1p_e_reverse_b938d,0.0,0.0
ACGAM1Ptex,0.0,0.0
ACGAM1Ptex_reverse_d95c0,0.0,0.0
DM_acmana_e,0.0,0.0
DM_acmana_e_reverse_ffab5,0.0,0.0
ACMANAtex,0.0,0.0
ACMANAtex_reverse_024da,0.0,0.0
DM_acmum_e,0.0,0.0
DM_acmum_e_reverse_726f6,0.0,0.0
ACMUMtex,0.0,0.0
ACMUMtex_reverse_17681,0.0,0.0
DM_acnam_e,0.0,0.0
DM_acnam_e_reverse_c4ba9,0.0,0.0
ACNAMtex,0.0,0.0
ACNAMtex_reverse_b7b93,0.0,0.0
DM_acolipa_e,0.0,0.0
DM_acolipa_e_reverse_561aa,0.0,0.0
DM_acser_e,0.0,0.0
DM_acser_e_reverse_c38da,0.0,0.0
ACSERtex,0.0,0.0
ACSERtex_reverse_d18a5,0.0,0.0
DM_ade_e,0.0,0.0
DM_ade_e_reverse_44abb,0.0,0.0
ADEtex,0.0,0.0
ADEtex_reverse_56687,0.0,0.0
DM_adn_e,0.0,0.0
DM_adn_e_reverse_15d5d,0.0,0.0
ADNtex,0.0,0.0
ADNtex_reverse_43080,0.0,0.0
DM_adocbl_e,0.0,0.0
DM_adocbl_e_reverse_e91aa,0.0,0.0
ADOCBLtonex,0.0,0.0
ADOCBLtonex_reverse_baebb,0.0,0.0
DM_ag_e,-0.0,-0.0
DM_ag_e_reverse_e1842,0.0,0.0
DM_agm_e,0.0,0.0
DM_agm_e_reverse_e522e,0.0,0.0
AGMtex,0.0,0.0
AGMtex_reverse_969a4,0.0,0.0
DM_akg_e,0.0,0.0
DM_akg_e_reverse_76351,0.0,0.0
AKGtex,0.0,0.0
AKGtex_reverse_06c87,0.0,0.0
DM_ala-B_e,0.0,0.0
DM_ala-B_e_reverse_1e784,0.0,0.0
BALAtex,0.0,0.0
BALAtex_reverse_10000,0.0,0.0
DM_ala-D_e,0.0,0.0
DM_ala-D_e_reverse_abd63,0.0,0.0
DALAtex,0.0,0.0
DALAtex_reverse_8fc1b,0.0,0.0
DM_ala-L_e,0.0,0.0
DM_ala-L_e_reverse_d35e9,0.0,0.0
ALAtex,0.0,0.0
ALAtex_reverse_33163,0.0,0.0
DM_alaala_e,-4.336808689942018e-19,0.0
DM_alaala_e_reverse_e243f,0.0,0.0
ALAALAtex,0.0,0.0
ALAALAtex_reverse_2ebb9,-4.336808689942018e-19,0.0
DM_all-D_e,0.0,0.0
DM_all-D_e_reverse_1dd70,0.0,0.0
ALLtex,0.0,0.0
ALLtex_reverse_73b82,0.0,0.0
DM_alltn_e,0.0,0.0
DM_alltn_e_reverse_e4238,0.0,0.0
ALLTNtex,0.0,0.0
ALLTNtex_reverse_f7ace,0.0,0.0
DM_amp_e,0.0,0.0
DM_amp_e_reverse_a04d6,0.0,0.0
AMPtex,0.0,0.0
AMPtex_reverse_bec2c,0.0,0.0
DM_anhgm_e,0.0,0.0
DM_anhgm_e_reverse_82230,0.0,0.0
ANHGMtex,0.0,0.0
ANHGMtex_reverse_89969,0.0,0.0
DM_arab-L_e,-0.0,-0.0
DM_arab-L_e_reverse_4322b,0.0,0.0
ARBtex,0.0,0.0
ARBtex_reverse_2c0f8,-0.0,-0.0
DM_arbt_e,0.0,0.0
DM_arbt_e_reverse_3c727,0.0,0.0
ARBTtex,0.0,0.0
ARBTtex_reverse_6822c,0.0,0.0
DM_arbtn_e,0.0,0.0
DM_arbtn_e_reverse_2b477,0.0,0.0
ARBTNexs,0.0,0.0
ARBTNexs_reverse_da1bb,0.0,0.0
DM_arbtn-fe3_e,0.0,0.0
DM_arbtn-fe3_e_reverse_0e74c,0.0,0.0
DM_arg-L_e,0.0,0.0
DM_arg-L_e_reverse_7bc48,0.0,0.0
ARGtex,0.0,0.0
ARGtex_reverse_244d5,0.0,0.0
DM_ascb-L_e,0.0,0.0
DM_ascb-L_e_reverse_da1b3,0.0,0.0
ASCBtex,0.0,0.0
ASCBtex_reverse_b49d4,0.0,0.0
DM_asn-L_e,0.0,0.0
DM_asn-L_e_reverse_1ab80,0.0,0.0
ASNtex,0.0,0.0
ASNtex_reverse_e8ab8,0.0,0.0
DM_aso3_e,-0.0,-0.0
DM_aso3_e_reverse_f990c,0.0,0.0
ASO3tex,0.0,0.0
ASO3tex_reverse_eeec8,0.0,0.0
DM_asp-L_e,0.0,0.0
DM_asp-L_e_reverse_9c78b,0.0,0.0
ASPtex,0.0,0.0
ASPtex_reverse_35e4c,0.0,0.0
DM_btn_e,0.0,0.0
DM_btn_e_reverse_6f62d,0.0,0.0
BTNtex,0.0,0.0
BTNtex_reverse_cd491,0.0,0.0
DM_but_e,0.0,0.0
DM_but_e_reverse_bca2a,0.0,0.0
BUTtex,0.0,0.0
BUTtex_reverse_59ad6,0.0,0.0
DM_butso3_e,0.0,0.0
DM_butso3_e_reverse_8f042,0.0,0.0
BUTSO3tex,0.0,0.0
BUTSO3tex_reverse_90916,0.0,0.0
DM_ca2_e,0.0,0.0
DM_ca2_e_reverse_04cba,0.004149765843244689,0.00358914031539367
CA2tex,0.004149765843244689,0.00358914031539367
CA2tex_reverse_27b69,0.0,0.0
DM_cbi_e,0.0,0.0
DM_cbi_e_reverse_02a14,0.0,0.0
DM_cbl1_e,0.0,0.0
DM_cbl1_e_reverse_b1386,0.00018687354261784445,0.00016162727995411722
DM_cd2_e,-0.0,-0.0
DM_cd2_e_reverse_d90cb,0.0,0.0
CD2tex,0.0,0.0
CD2tex_reverse_400a6,-0.0,-0.0
DM_cgly_e,0.0,0.0
DM_cgly_e_reverse_c039c,0.0,0.0
CGLYtex,0.0,0.0
CGLYtex_reverse_c0fb9,0.0,0.0
DM_chol_e,0.0,0.0
DM_chol_e_reverse_a2956,0.0,0.0
CHLtex,0.0,0.0
CHLtex_reverse_36af5,0.0,0.0
DM_chtbs_e,0.0,0.0
DM_chtbs_e_reverse_103ea,0.0,0.0
CHTBStex,0.0,0.0
CHTBStex_reverse_76a7e,0.0,0.0
DM_cit_e,0.0,0.0
DM_cit_e_reverse_f2904,0.0,0.0
CITtex,0.0,0.0
CITtex_reverse_2ae27,0.0,0.0
DM_cl_e,0.0,0.0
DM_cl_e_reverse_3607b,0.004149765843244689,0.00358914031539367
CLtex,0.004149765843244689,0.00358914031539367
CLtex_reverse_f6cf5,0.0,0.0
DM_cm_e,-0.0,-0.0
DM_cm_e_reverse_79605,0.0,0.0
CMtex,0.0,0.0
CMtex_reverse_de1ce,0.0,0.0
DM_cmp_e,0.0,0.0
DM_cmp_e_reverse_36e2c,0.0,0.0
CMPtex,0.0,0.0
CMPtex_reverse_9db58,0.0,0.0
DM_co2_e,14.690492876298588,19.320238564647386
DM_co2_e_reverse_9a4a9,0.0,0.0
CO2tex,0.0,0.0
CO2tex_reverse_3d081,14.690492876298588,19.320238564647386
DM_cobalt2_e,0.0,0.0
DM_cobalt2_e_reverse_6d783,2.0111950775014652e-05,1.739486421030858e-05
COBALT2tex,2.0111950775014652e-05,1.739486421030858e-05
COBALT2tex_reverse_0862d,0.0,0.0
DM_colipa_e,0.0,0.0
DM_colipa_e_reverse_d5561,0.0,0.0
LIPAHT2ex,0.0,0.0
LIPAHT2ex_reverse_d08dd,0.0,0.0
DM_colipap_e,0.0,0.0
DM_colipap_e_reverse_5981b,0.0,0.0
DM_cpgn_e,0.0,0.0
DM_cpgn_e_reverse_2cc14,0.0,0.0
CPGNexs,0.0,0.0
CPGNexs_reverse_93618,0.0,0.0
DM_cpgn-un_e,0.0,0.0
DM_cpgn-un_e_reverse_9b1a4,0.0,0.0
DM_crn_e,0.0,0.0
DM_crn_e_reverse_248ac,0.0,0.0
CRNtex,0.0,0.0
CRNtex_reverse_34fd9,0.0,0.0
DM_crn-D_e,-0.0,-0.0
DM_crn-D_e_reverse_32a10,0.0,0.0
CRNDtex,0.0,0.0
CRNDtex_reverse_29215,-0.0,-0.0
DM_csn_e,0.0,0.0
DM_csn_e_reverse_217bb,0.0,0.0
CSNtex,0.0,0.0
CSNtex_reverse_be886,0.0,0.0
DM_cu_e,0.0,0.0
DM_cu_e_reverse_f7800,0.0,0.0
CUtex,0.0,0.0
CUtex_reverse_6d61f,0.0,0.0
DM_cu2_e,0.0,0.0
DM_cu2_e_reverse_c04ad,0.0005648106175983281,0.0004885057699061659
CU2tex,0.0005648106175983281,0.0004885057699061659
CU2tex_reverse_521e6,0.0,0.0
DM_cyan_e,0.0,0.0
DM_cyan_e_reverse_b3d78,0.0,0.0
CYANtex,0.0,0.0
CYANtex_reverse_b6a36,0.0,0.0
DM_cynt_e,0.0,0.0
DM_cynt_e_reverse_4245c,0.0,0.0
CYNTtex,0.0,0.0
CYNTtex_reverse_8c4ef,0.0,0.0
DM_cys-D_e,0.0,0.0
DM_cys-D_e_reverse_d395b,0.0,0.0
CYSDtex,0.0,0.0
CYSDtex_reverse_184ff,0.0,0.0
DM_cys-L_e,0.0,0.0
DM_cys-L_e_reverse_8ce45,0.0,0.0
CYStex,0.0,0.0
CYStex_reverse_00cf0,0.0,0.0
DM_cytd_e,0.0,0.0
DM_cytd_e_reverse_cfcbf,0.0,0.0
CYTDtex,0.0,0.0
CYTDtex_reverse_b7852,0.0,0.0
DM_dad-2_e,0.0,0.0
DM_dad-2_e_reverse_47f1c,0.0,0.0
DADNtex,0.0,0.0
DADNtex_reverse_d7a49,0.0,0.0
DM_damp_e,0.0,0.0
DM_damp_e_reverse_cc93d,0.0,0.0
DAMPtex,0.0,0.0
DAMPtex_reverse_8dfbc,0.0,0.0
DM_dca_e,0.0,0.0
DM_dca_e_reverse_51e2a,0.0,0.0
DCAtex,0.0,0.0
DCAtex_reverse_5237b,0.0,0.0
DM_dcmp_e,0.0,0.0
DM_dcmp_e_reverse_376b5,0.0,0.0
DCMPtex,0.0,0.0
DCMPtex_reverse_6a30a,0.0,0.0
DM_dcyt_e,0.0,0.0
DM_dcyt_e_reverse_d7ba5,0.0,0.0
DCYTtex,0.0,0.0
DCYTtex_reverse_cc4b9,0.0,0.0
DM_ddca_e,0.0,0.0
DM_ddca_e_reverse_3e696,0.0,0.0
DDCAtexi,0.0,0.0
DDCAtexi_reverse_ea0a7,0.0,0.0
DM_dgmp_e,0.0,0.0
DM_dgmp_e_reverse_88851,0.0,0.0
DGMPtex,0.0,0.0
DGMPtex_reverse_f8176,0.0,0.0
DM_dgsn_e,0.0,0.0
DM_dgsn_e_reverse_44379,0.0,0.0
DGSNtex,0.0,0.0
DGSNtex_reverse_d8452,0.0,0.0
DM_dha_e,0.0,0.0
DM_dha_e_reverse_74c4d,0.0,0.0
DHAtex,0.0,0.0
DHAtex_reverse_b3ad5,0.0,0.0
DM_dimp_e,0.0,0.0
DM_dimp_e_reverse_12dd7,0.0,0.0
DIMPtex,0.0,0.0
DIMPtex_reverse_2bafb,0.0,0.0
DM_din_e,0.0,0.0
DM_din_e_reverse_26dad,0.0,0.0
DINStex,0.0,0.0
DINStex_reverse_e04be,0.0,0.0
DM_dms_e,0.0,0.0
DM_dms_e_reverse_9c5fd,0.0,0.0
DMStex,0.0,0.0
DMStex_reverse_100fa,0.0,0.0
DM_dmso_e,0.0,0.0
DM_dmso_e_reverse_f0190,0.0,0.0
DMSOtex,0.0,0.0
DMSOtex_reverse_aff1c,0.0,0.0
DM_dopa_e,0.0,0.0
DM_dopa_e_reverse_c5cf6,0.0,0.0
DOPAtex,0.0,0.0
DOPAtex_reverse_b578f,0.0,0.0
DM_doxrbcn_e,-0.0,-0.0
DM_doxrbcn_e_reverse_b314e,0.0,0.0
DOXRBCNtex,0.0,0.0
DOXRBCNtex_reverse_5ba24,0.0,0.0
DM_dtmp_e,0.0,0.0
DM_dtmp_e_reverse_5345e,0.0,0.0
DTMPtex,0.0,0.0
DTMPtex_reverse_581e0,0.0,0.0
DM_dump_e,0.0,0.0
DM_dump_e_reverse_f86ab,0.0,0.0
DUMPtex,0.0,0.0
DUMPtex_reverse_a35ee,0.0,0.0
DM_duri_e,0.0,0.0
DM_duri_e_reverse_aa90d,0.0,0.0
DURItex,0.0,0.0
DURItex_reverse_bdbc1,0.0,0.0
DM_eca4colipa_e,0.0,0.0
DM_eca4colipa_e_reverse_f869d,0.0,0.0
DM_enlipa_e,0.0,0.0
DM_enlipa_e_reverse_e4670,0.0,0.0
DM_enter_e,0.0,0.0
DM_enter_e_reverse_c2d02,0.0,0.0
FEENTERexs,0.0,0.0
FEENTERexs_reverse_3df6f,0.0,0.0
DM_etha_e,0.0,0.0
DM_etha_e_reverse_5ff30,0.0,0.0
ETHAtex,0.0,0.0
ETHAtex_reverse_10a5e,0.0,0.0
DM_ethso3_e,0.0,0.0
DM_ethso3_e_reverse_1e224,0.0,0.0
ETHSO3tex,0.0,0.0
ETHSO3tex_reverse_cc017,0.0,0.0
DM_etoh_e,0.0,0.0
DM_etoh_e_reverse_ef0fb,0.0,0.0
ETOHtex,0.0,0.0
ETOHtex_reverse_462e1,0.0,0.0
DM_f6p_e,0.0,0.0
DM_f6p_e_reverse_2cecd,0.0,0.0
F6Ptex,0.0,0.0
F6Ptex_reverse_b4bbc,0.0,0.0
DM_fald_e,0.0,0.0
DM_fald_e_reverse_4e94a,0.0,0.0
FALDtex,0.0,0.0
FALDtex_reverse_1317b,0.0,0.0
DM_fe2_e,0.0,0.0
DM_fe2_e_reverse_4c4e6,7.641034574193269,0.011253752358060887
FE2tex,7.641034574193269,0.011253752358060887
FE2tex_reverse_62032,0.0,0.0
DM_fe3_e,7.628022980039784,0.0
DM_fe3_e_reverse_05f82,0.0,0.0
FE3HOXexs,0.0,0.0
FE3HOXexs_reverse_6e61e,0.0,0.0
FE3tex,0.0,0.0
FE3tex_reverse_d0931,7.628022980039784,0.0
FECRMexs,0.0,0.0
FECRMexs_reverse_04dda,0.0,0.0
FEOXAMexs,0.0,0.0
FEOXAMexs_reverse_1312b,0.0,0.0
DM_fe3dcit_e,0.0,0.0
DM_fe3dcit_e_reverse_a25c9,0.0,0.0
DM_fe3dhbzs_e,0.0,0.0
DM_fe3dhbzs_e_reverse_9f2e9,0.0,0.0
DM_fe3hox_e,0.0,0.0
DM_fe3hox_e_reverse_d8e9f,0.0,0.0
DM_fe3hox-un_e,0.0,0.0
DM_fe3hox-un_e_reverse_70aaf,0.0,0.0
DM_fecrm_e,0.0,0.0
DM_fecrm_e_reverse_1631a,0.0,0.0
DM_fecrm-un_e,0.0,0.0
DM_fecrm-un_e_reverse_c5471,0.0,0.0
DM_feenter_e,0.0,0.0
DM_feenter_e_reverse_5bdb3,0.0,0.0
DM_feoxam_e,0.0,0.0
DM_feoxam_e_reverse_22936,0.0,0.0
DM_feoxam-un_e,0.0,0.0
DM_feoxam-un_e_reverse_e5b54,0.0,0.0
DM_for_e,0.0,0.0
DM_for_e_reverse_09f8a,0.0,0.0
FORtex,0.0,0.0
FORtex_reverse_0935f,0.0,0.0
DM_fru_e,0.0,0.0
DM_fru_e_reverse_bf3d0,0.0,0.0
FRUtex,0.0,0.0
FRUtex_reverse_0160a,0.0,0.0
DM_frulys_e,0.0,0.0
DM_frulys_e_reverse_b0ec8,0.0,0.0
FRULYStex,0.0,0.0
FRULYStex_reverse_d8a3d,0.0,0.0
DM_fruur_e,-0.0,-0.0
DM_fruur_e_reverse_1cba5,0.0,0.0
FRUURtex,0.0,0.0
FRUURtex_reverse_7b42b,-0.0,-0.0
