,rn,deltaG_prime,deltaG_prime (error),deltaG_prime_m,deltaG_prime_m (error)
753,GGGABADr,-42.80867492062225,1.1067378058805324,-42.80867492062225,1.1067378058805324
754,GGGABAH,-14.236611249536054,3.181350968106509,-31.351448784257087,3.181350968106509
755,GGPTRCO,-92.90454066032709,4.578266391334068,-110.01937819504812,4.578266391334068
756,GLYAT,33.22038151065635,2.135497392650879,33.22038151065635,2.135497392650879
757,GLYBabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
758,GLYBt2pp,0.0,0.0,0.0,0.0
759,GLYBtex,0.0,0.0,0.0,0.0
760,GLYC2Pabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
761,GLYC2Ptex,0.0,0.0,0.0,0.0
762,GLYC3Pabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
763,GLYC3Pt6pp,0.0,0.0,0.0,0.0
764,GLYC3Ptex,0.0,0.0,0.0,0.0
765,GTPDPDP,-28.69159522500769,1.2824899675231853,-45.80643275972872,1.2824899675231853
766,GLYCAt2rpp,0.0,0.0,0.0,0.0
767,GTPDPK,-13.250822660420681,6.928121735624313,-13.250822660420681,6.928121735624313
768,GTPHs,287.5289107410444,67666.42577573852,270.41407320632334,67666.42577573852
769,GLYCAtex,0.0,0.0,0.0,0.0
770,GLYCDx,21.478254147586085,1.805242500996544,21.478254147586085,1.805242500996544
771,GLYCK,-14.82927391869805,0.6292198730324774,-14.82927391869805,0.6292198730324774
772,GTPtex,0.0,0.0,0.0,0.0
773,GUACYC,-3.6009614014309648,3.0653764543647695,-20.715798936151998,3.0653764543647695
774,GLYCK2,-10.348796779801319,0.7073330662457441,-10.348796779801319,0.7073330662457441
775,GLYCL,18.612870313895343,4.066891938849727,1.4980327791743093,4.066891938849727
776,GLYCLTDx,-41.71321678532945,0.8547451901643064,-41.71321678532945,0.8547451901643064
777,GLYCLTDy,-41.69917098323219,0.9163905753482766,-41.69917098323219,0.9163905753482766
778,GUAD,269.8385278027889,67666.70703185048,252.72369026806788,67666.70703185048
779,GUAPRT,-31.703909038403964,2.2181037521004043,-31.703909038403964,2.2181037521004043
780,GUAt2pp,0.0,0.0,0.0,0.0
781,GUAtex,0.0,0.0,0.0,0.0
782,GUAtpp,0.0,0.0,0.0,0.0
783,GUI1,0.6084232328279882,2.9318707536557578,0.6084232328279882,2.9318707536557578
784,GUI2,1.3433858984279254,2.0731456915162307,1.3433858984279254,2.0731456915162307
785,GUR1PPpp,-19.727377905797958,2.706925637182829,-36.84221544051899,2.706925637182829
786,H2O2tex,0.0,0.0,0.0,0.0
787,H2Otex,0.0,0.0,0.0,0.0
788,H2Otpp,0.0,0.0,0.0,0.0
789,H2SO,-834.7318770718798,6.929521575544042,-800.5022020024378,6.929521575544042
790,GLYCLTt2rpp,0.0,0.0,0.0,0.0
791,GLYCLTt4pp,0.0,0.0,0.0,0.0
792,GLYCLTtex,0.0,0.0,0.0,0.0
793,GLYCTO2,-90.63798777727578,6.267761201511666,-90.63798777727578,6.267761201511666
794,GLYCTO3,17.27382737732023,4.945947042669925,17.27382737732023,4.945947042669925
795,GLYCTO4,-5.158186766518654,6.2210559846301505,-5.158186766518654,6.2210559846301505
796,GLYCtex,0.0,0.0,0.0,0.0
797,GLYCtpp,0.0,0.0,0.0,0.0
798,GLYK,-16.136407067435698,2.078842931380468,-16.136407067435698,2.078842931380468
799,H2St1pp,0.0,0.0,0.0,0.0
800,H2Stex,0.0,0.0,0.0,0.0
801,H2tex,0.0,0.0,0.0,0.0
802,FECRMUtex,0.0,0.0,0.0,0.0
803,H2tpp,0.0,0.0,0.0,0.0
804,FECRMUtpp,0.0,0.0,0.0,0.0
805,HACD1,-14.43306188949964,1.196931223110342,-14.43306188949964,1.196931223110342
806,HACD2,-17.316651862249046,1.4659353768906833,-17.316651862249046,1.4659353768906833
807,HACD3,-16.21447460923605,0.9862312729818165,-16.21447460923605,0.9862312729818165
808,HACD4,-16.21447460923605,0.9862312729818163,-16.21447460923605,0.9862312729818163
809,HACD5,-16.21447460923605,0.9862312729818162,-16.21447460923605,0.9862312729818162
810,HACD6,-16.214474609235594,0.9862312729818161,-16.214474609235594,0.9862312729818161
811,GLYOX,-33.40836614052989,3.0262530668976373,-50.523203675250926,3.0262530668976373
812,GLYOX3,-56.876383674833846,2.9138153757599925,-56.876383674833846,2.9138153757599925
813,GLYt2pp_copy1,0.0,0.0,0.0,0.0
814,GLYt2pp_copy2,0.0,0.0,0.0,0.0
815,HACD7,-16.214474609234685,0.9862312729818161,-16.214474609234685,0.9862312729818161
816,HACD8,-16.214474609234685,0.9862312729818156,-16.214474609234685,0.9862312729818156
817,HADPCOADH3,16.214253666736568,0.9862312729818162,16.214253666736568,0.9862312729818162
818,HBZOPT,-83.91603976292825,2.7798285344215468,-83.91603976292825,2.7798285344215468
819,HCINNMt2rpp,0.0,0.0,0.0,0.0
820,FECRMabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
821,HCINNMtex,0.0,0.0,0.0,0.0
822,HCO3E,-7.4755737895269405,3.0960866639009974,-7.4755737895269405,3.0960866639009974
823,HCYSMT,-1.2116605864088683,100007.20626654266,-1.2116605864088683,100007.20626654266
824,GLYt4pp,0.0,0.0,0.0,0.0
825,GLYtex,0.0,0.0,0.0,0.0
826,GMAND,-55.40800609261585,4.00278646690991,-55.40800609261585,4.00278646690991
827,HCYSMT2,-0.5781415336324471,100006.93895082593,-0.5781415336324471,100006.93895082593
828,GMHEPAT,-12.60700907188587,3.341231662644676,-12.60700907188587,3.341231662644676
829,GMHEPK,-11.176123104260114,1.3852905427406699,-11.176123104260114,1.3852905427406699
830,HDCAtexi,0.0,0.0,0.0,0.0
831,HDCEAtexi,0.0,0.0,0.0,0.0
832,HEMEOS,-54.47186980867289,100000.0,-54.47186980867289,100000.0
833,HEPK1,-24.180885040821522,1.3852905427406703,-24.180885040821522,1.3852905427406703
834,GMHEPPA,-8.69284828834818,1.2467083431376367,-25.807685823069214,1.2467083431376367
835,GMPR,257.3864444493355,67665.82577880756,240.27160691461447,67665.82577880756
836,HEPK2,-30.660386595844102,1.3852905427406688,-30.660386595844102,1.3852905427406688
837,HEPT1,-13.07561306637308,3.326210216654524,-13.07561306637308,3.326210216654524
838,FECRMtonex,0.0,0.0,0.0,0.0
839,GMPS2,-330.789058798832,67666.5349664042,-347.903896333553,67666.5349664042
840,GMPtex,0.0,0.0,0.0,0.0
841,GND,10.316579611653538,3.1763402600412367,-6.798257923067496,3.1763402600412367
842,GNK,-11.972738621795429,3.206739218482915,-11.972738621795429,3.206739218482915
843,HEPT2,-13.07561306637399,3.3262102166545247,-13.07561306637399,3.3262102166545247
844,HEPT3,-22.3062717423727,3.4772479291325045,-22.3062717423727,3.4772479291325045
845,HEPT4,-22.3062717423727,3.477247929132507,-22.3062717423727,3.477247929132507
846,HETZK,-17.849389864634077,2.1877371210576038,-17.849389864634077,2.1877371210576038
847,HEX1,-19.875158407685035,0.43192659335792144,-19.875158407685035,0.43192659335792144
848,HEX4,-18.761563321252822,1.4227927760562653,-18.761563321252822,1.4227927760562653
849,HEX7,-17.113891124203803,0.5931863373410792,-17.113891124203803,0.5931863373410792
850,GOFUCR,3.5552321155881828,1.5859759758651837,3.5552321155881828,1.5859759758651837
851,GP4GH,-48.23384194034361,6.459292236534315,-65.34867947506464,6.459292236534315
852,GPDDA1,-256.68646024990323,70714.28879739942,-273.80129778462424,70714.28879739942
853,HEXt2rpp,0.0,0.0,0.0,0.0
854,GPDDA1pp,-256.68646024990323,70714.28879739942,-273.80129778462424,70714.28879739942
855,GPDDA2,-248.73847241669972,70714.96569959394,-265.8533099514208,70714.96569959394
856,GPDDA2pp,-248.73847241669972,70714.96569959394,-265.8533099514208,70714.96569959394
857,HG2abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
858,HG2t3pp,0.0,0.0,0.0,0.0
859,FEENTERabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
860,HG2tex,0.0,0.0,0.0,0.0
861,GPDDA3,-257.7036611353157,70714.44576310435,-274.8184986700368,70714.44576310435
862,GPDDA3pp,-257.7036611353157,70714.44576310435,-274.8184986700368,70714.44576310435
863,HISTD,-15.870605815118779,2.24158835589678,-15.870605815118779,2.24158835589678
864,HISTP,-19.856354027240762,2.180210430097395,-36.971191561961795,2.180210430097395
865,GPDDA4,-263.5135698411366,70714.86911606835,-280.6284073758576,70714.86911606835
866,HISabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
867,FEENTERtex,0.0,0.0,0.0,0.0
868,GPDDA4pp,-263.5135698411366,70714.86911606835,-280.6284073758576,70714.86911606835
869,FEENTERtonex,0.0,0.0,0.0,0.0
870,GPDDA5,-265.86446595195844,70714.32073601114,-282.97930348667944,70714.32073601114
871,GPDDA5pp,-265.86446595195844,70714.32073601114,-282.97930348667944,70714.32073601114
872,HISt2rpp,0.0,0.0,0.0,0.0
873,HIStex,0.0,0.0,0.0,0.0
874,HKNDDH,-55.02271017500544,2.576268143500906,-72.13754770972648,2.576268143500906
875,HKNTDH,-53.07590243970097,2.843922337156726,-70.190739974422,2.843922337156726
876,HMBS,-132.47763842003872,8.620247331773212,-149.59247595475975,8.620247331773212
877,HMPK1,-10.973845999032733,1.2408953619082081,-10.973845999032733,1.2408953619082081
878,HOMt2pp,0.0,0.0,0.0,0.0
879,GRTT,-80.621253519274,2.940703250494535,-80.621253519274,2.940703250494535
880,FEENTERtpp,0.0,0.0,0.0,0.0
881,GSNK,-21.453976009285384,3.37267880038957,-21.453976009285384,3.37267880038957
882,HOMtex,0.0,0.0,0.0,0.0
883,GSNt2pp,0.0,0.0,0.0,0.0
884,GSNtex,0.0,0.0,0.0,0.0
885,GSPMDA,-3.2340545858001946,1.9336250860806414,-20.348892120521228,1.9336250860806414
886,FEOXAMUtex,0.0,0.0,0.0,0.0
887,GSPMDS,-25.910417626799493,1.9433711243579295,-25.910417626799493,1.9433711243579295
888,FEOXAMUtpp,0.0,0.0,0.0,0.0
889,GTHOXtex,0.0,0.0,0.0,0.0
890,HOPNTAL,11.719842810069878,1.7455924013436213,-5.394994724651156,1.7455924013436213
891,GTHOr,-13.139436751645917,0.7839423605442075,-30.25427428636695,0.7839423605442075
892,FEOXAMabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
893,GTHPi,-308.7114841426859,3.3280373165328077,-274.4818090732438,3.3280373165328077
894,HPPK2,-6.384175864462122,5.894799777538096,-6.384175864462122,5.894799777538096
895,GTHRDHpp,-1.906581213754123,2.6839660024730536,-19.021418748475156,2.6839660024730536
896,GTHRDabc2pp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
897,HPPPNDO,-263.119605047994,5.693062128467247,-246.00476751327298,5.693062128467247
898,HPPPNt2rpp,0.0,0.0,0.0,0.0
899,FEOXAMtonex,0.0,0.0,0.0,0.0
900,HPPPNtex,0.0,0.0,0.0,0.0
901,HPYRI,1.5769002823395795,1.7376566499957717,1.5769002823395795,1.7376566499957717
902,HPYRRx,-28.775636386940732,0.39263459847207,-28.775636386940732,0.39263459847207
903,HPYRRy,-28.761590584843134,0.5172520922232321,-28.761590584843134,0.5172520922232321
904,HSDy,20.027863891687048,1.6964123939160778,20.027863891687048,1.6964123939160778
905,GTHRDabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
906,GTHRDtex,0.0,0.0,0.0,0.0
907,GTHS,-30.180383734188375,2.6177567822955186,-30.180383734188375,2.6177567822955186
908,GTPCII2,-82.06341377485981,5.9815404496557045,-116.29308884430188,5.9815404496557045
909,FEROpp,-39.768261799997276,16.9105917250569,-22.653424265276243,16.9105917250569
910,HSK,-38.89693590810214,4.491288355899667,-38.89693590810214,4.491288355899667
911,HSST,-29.939464799224424,5.4528761542281865,-29.939464799224424,5.4528761542281865
912,INStex,0.0,0.0,0.0,0.0
913,IPDDI,-4.8459245180963535,2.931870753720459,-4.8459245180963535,2.931870753720459
914,IPDPS,-58.16091280221076,1.83130924599797,-58.16091280221076,1.83130924599797
915,HSTPT,8.75464598021233,2.931870753584037,8.75464598021233,2.931870753584037
916,HXAND,13.841866641607425,3.9417229496680646,13.841866641607425,3.9417229496680646
917,HXAtex,0.0,0.0,0.0,0.0
918,IPMD,16.222572293316034,0.9862312729818159,16.222572293316034,0.9862312729818159
919,IPPMIa,-3.697305506621845,1.9030338037325891,-3.697305506621845,1.9030338037325891
920,IPPMIb,-0.3895510593611675,1.9071124389380363,-0.3895510593611675,1.9071124389380363
921,LIPAabctex,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
922,HXPRT,-30.328171552347186,1.5774044463786223,-30.328171552347186,1.5774044463786223
923,HYD1pp,-170.38219556449167,6.8466066118172595,-153.26735802977063,6.8466066118172595
924,IPPS,-25.915348019537532,1.3471437169997913,-25.915348019537532,1.3471437169997913
925,ISETACabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
926,ISETACtex,0.0,0.0,0.0,0.0
927,K2L4Aabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
928,K2L4Aabctex,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
929,KARA1,16.200098240904026,1.011096647289965,16.200098240904026,1.011096647289965
930,HYD2pp,-62.47038040989571,5.6615884490886685,-45.35554287517468,5.6615884490886685
931,HYD3pp,-84.90239455373478,6.803876041034368,-67.78755701901375,6.803876041034368
932,HYPOE,-13.86329396350311,2.710557196426443,-30.978131498224144,2.710557196426443
933,KARA2,-16.200104748482545,1.011096647289965,-16.200104748482545,1.011096647289965
934,KDOCT2,226.57879110164365,70715.0517696433,226.57879110164365,70715.0517696433
935,KDOPP,-8.128754868750342,1.8517347641064428,-25.243592403471375,1.8517347641064428
936,HYXNtex,0.0,0.0,0.0,0.0
937,HYXNtpp,0.0,0.0,0.0,0.0
938,Htex,0.0,0.0,0.0,0.0
939,KDOPS,-70.05815199188524,2.462919507022575,-70.05815199188524,2.462919507022575
940,LIPOt2pp,0.0,0.0,0.0,0.0
941,KG6PDC,-7.484747429402546,3.055818766185476,-24.59958496412358,3.055818766185476
942,Kabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
943,Kt2pp,0.0,0.0,0.0,0.0
944,Kt3pp,0.0,0.0,0.0,0.0
945,Ktex,0.0,0.0,0.0,0.0
946,L_LACD2,-108.04752111283926,6.227635929710039,-108.04752111283926,6.227635929710039
947,ICDHyr,5.414855860460648,3.1867766516751823,-11.699981674260385,3.1867766516751823
948,ICHORS_copy1,0.9684263517763156,1.6927163688109363,0.9684263517763156,1.6927163688109363
949,ICHORS_copy2,0.9684263517763156,1.6927163688109363,0.9684263517763156,1.6927163688109363
950,ICHORT,-41.13979981491673,2.8285567968075123,-58.25463734963776,2.8285567968075123
951,ICL,9.533919598605365,1.3512250301173347,-7.580917936115668,1.3512250301173347
952,IDOND,-16.21397611863381,0.986231272981816,-16.21397611863381,0.986231272981816
953,IDOND2,-16.199930316536665,1.011096647289965,-16.199930316536665,1.011096647289965
954,IDONt2rpp,0.0,0.0,0.0,0.0
955,L_LACD3,-0.13570595824313614,4.894998564128626,-0.13570595824313614,4.894998564128626
956,L_LACt2rpp,0.0,0.0,0.0,0.0
957,L_LACtex,0.0,0.0,0.0,0.0
958,LACZ,-10.741267191991028,1.0540824625749712,-27.85610472671206,1.0540824625749712
959,LACZpp,-10.741267191991028,1.0540824625749712,-27.85610472671206,1.0540824625749712
960,LALADGLUtex,0.0,0.0,0.0,0.0
961,IDONtex,0.0,0.0,0.0,0.0
962,IG3PS,234.5972033505103,59936.32230685527,217.48236581578928,59936.32230685527
963,LALADGLUtpp,0.0,0.0,0.0,0.0
964,LIPOtex,0.0,0.0,0.0,0.0
965,LALALGLUtex,0.0,0.0,0.0,0.0
966,LALALGLUtpp,0.0,0.0,0.0,0.0
967,IGPDH,-41.30996012775097,1.9479059587613954,-41.30996012775097,1.9479059587613954
968,IGPS,-73.01277125093578,6.010880862670387,-90.12760878565682,6.010880862670387
969,LPADSS,-25.279219435570383,1.7477548587402387,-25.279219435570383,1.7477548587402387
970,ILETA,-5.918791095479435,3.518488575756854,-5.918791095479435,3.518488575756854
971,ILEabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
972,ILEt2rpp,0.0,0.0,0.0,0.0
973,ILEtex,0.0,0.0,0.0,0.0
974,IMPC,19.588989228750165,5.44384060993509,19.588989228750165,5.44384060993509
975,LALDO2x,-14.571422135314833,1.6884229905210104,-14.571422135314833,1.6884229905210104
976,LALDO3,-8.767041309604679,2.1128417976948715,-8.767041309604679,2.1128417976948715
977,LALGP,-6.016122151421428,3.514560751969868,-23.13095968614246,3.514560751969868
978,LCADi,-51.17364085939539,1.9891063936255826,-51.17364085939539,1.9891063936255826
979,LCARR,-18.215477877940884,1.0109657895836486,-18.215477877940884,1.0109657895836486
980,LCARS,-24.00581290155378,1.5016140240234697,-24.00581290155378,1.5016140240234697
981,IMPD,17.072851945875414,3.9817849941102947,17.072851945875414,3.9817849941102947
982,IMPtex,0.0,0.0,0.0,0.0
983,INDOLEt2pp,0.0,0.0,0.0,0.0
984,INDOLEt2rpp,0.0,0.0,0.0,0.0
985,INDOLEtex,0.0,0.0,0.0,0.0
986,INOSTt4pp,0.0,0.0,0.0,0.0
987,INSH,-6.202778377816628,1.7569265318947311,-23.31761591253766,1.7569265318947311
988,INSK,-23.704194126027346,1.8722869755238984,-23.704194126027346,1.8722869755238984
989,INSTtex,0.0,0.0,0.0,0.0
990,LCTSt3ipp,0.0,0.0,0.0,0.0
991,LCTStex,0.0,0.0,0.0,0.0
992,LCTStpp,0.0,0.0,0.0,0.0
993,INSt2pp_copy1,0.0,0.0,0.0,0.0
994,LDH_D,21.225339153502034,2.073145691520455,21.225339153502034,2.073145691520455
995,LDH_D2,-111.12586540910348,6.548408585496453,-111.12586540910348,6.548408585496453
996,LEUTAi,-0.3307124413849465,1.577021393177969,-0.3307124413849465,1.577021393177969
997,INSt2pp_copy2,0.0,0.0,0.0,0.0
998,LEUabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
999,LEUt2rpp,0.0,0.0,0.0,0.0
1000,LEUtex,0.0,0.0,0.0,0.0
1001,LYStex,0.0,0.0,0.0,0.0
1002,LYXI,13.766928767146453,2.610967124287188,13.766928767146453,2.610967124287188
1003,LGTHL,-23.468017534303954,2.9318707536945334,-6.35317999958292,2.9318707536945334
1004,LIPACabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1005,LIPATPT,1166.2262944860288,100003.16292389888,1166.2262944860288,100003.16292389888
1006,LIPAabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1007,LYXt2pp,0.0,0.0,0.0,0.0
1008,LYXtex,0.0,0.0,0.0,0.0
1009,M1PD,7.597291070364008,1.2063124735898003,7.597291070364008,1.2063124735898003
1010,MALCOAMT,54.02434639597823,100006.06664388574,54.02434639597823,100006.06664388574
1011,MALDDH,20.033168970912527,5.189064369461255,2.918331436191494,5.189064369461255
1012,MALDt2_2pp,0.0,0.0,0.0,0.0
1013,MALDtex,0.0,0.0,0.0,0.0
1014,MALS,-38.08302425854677,2.081758617571494,-38.08302425854677,2.081758617571494
1015,MALTATr,-3.5395682560015302,3.6972565662904886,-3.5395682560015302,3.6972565662904886
1016,MELIBt2pp,0.0,0.0,0.0,0.0
1017,MELIBt3ipp,0.0,0.0,0.0,0.0
1018,MELIBtex,0.0,0.0,0.0,0.0
1019,MALTHXabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1020,MALTHXtexi,0.0,0.0,0.0,0.0
1021,MALTPTabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1022,LPLIPAL1A180pp,-26.596015591816553,2.411168630663899,-43.710853126537586,2.411168630663899
1023,MALTPTtexi,0.0,0.0,0.0,0.0
1024,MEOHtex,0.0,0.0,0.0,0.0
1025,MEOHtrpp,0.0,0.0,0.0,0.0
1026,MEPCT,-9.338582050196493,1.6556716377567893,-9.338582050196493,1.6556716377567893
1027,MALTTRabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1028,MALTTRtexi,0.0,0.0,0.0,0.0
1029,MALTTTRabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1030,MALTTTRtexi,0.0,0.0,0.0,0.0
1031,MALTabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1032,METAT,-90.15080498474907,100006.57745195371,-107.2656425194701,100006.57745195371
1033,METDabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1034,METDtex,0.0,0.0,0.0,0.0
1035,METOX1s,-0.053146825312012425,100000.0,17.06169070940902,100000.0
1036,METOX2s,-0.053146825312012425,100000.0,17.06169070940902,100000.0
1037,MALTptspp,-39.23914741593734,2.8223502339915,-39.23914741593734,2.8223502339915
1038,MALTtexi,0.0,0.0,0.0,0.0
1039,MALt2_2pp,0.0,0.0,0.0,0.0
1040,MALt2_3pp,0.0,0.0,0.0,0.0
1041,METS,0.14601797565774177,5.078043750367113,0.14601797565774177,5.078043750367113
1042,METSOX1abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1043,METSOX1tex,0.0,0.0,0.0,0.0
1044,MALt3pp,0.0,0.0,0.0,0.0
1045,METSOX2abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1046,MALtex,0.0,0.0,0.0,0.0
1047,MAN1PT2,1.4527172235969843,3.232259019601816,1.4527172235969843,3.232259019601816
1048,MAN6PI,-1.159607588789072,1.1579338255488227,-1.159607588789072,1.1579338255488227
1049,MAN6Pt6_2pp,0.0,0.0,0.0,0.0
1050,METSOX2tex,0.0,0.0,0.0,0.0
1051,LPLIPAL1E160pp,-21.611455442300155,6.62375772863449,-38.72629297702119,6.62375772863449
1052,MAN6Ptex,0.0,0.0,0.0,0.0
1053,METSOXR1,-0.42770345199926396,100000.0,-0.42770345199926396,100000.0
1054,MANAO,14.120208876282959,1.826115609559218,14.120208876282959,1.826115609559218
1055,MANGLYCptspp,-42.81327321081261,1.3046008407682312,-42.81327321081261,1.3046008407682312
1056,MANGLYCtex,0.0,0.0,0.0,0.0
1057,METSOXR2,-0.42770345199926396,100000.0,-0.42770345199926396,100000.0
1058,LPLIPAL1E180pp,-19.08951230774082,2.180277019246032,-36.20434984246185,2.180277019246032
1059,METabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1060,METtex,0.0,0.0,0.0,0.0
1061,MANPGH,-9.337135974347802,2.333539204222876,-26.451973509068836,2.333539204222876
1062,MANptspp,-44.3215761805684,1.4841509126851777,-44.3215761805684,1.4841509126851777
1063,MANtex,0.0,0.0,0.0,0.0
1064,MCITD,-2.854725301650703,2.8991942296169504,-2.854725301650703,2.8991942296169504
1065,MG2t3_2pp,0.0,0.0,0.0,0.0
1066,MG2tex,0.0,0.0,0.0,0.0
1067,MG2tpp,0.0,0.0,0.0,0.0
1068,MCITS,-39.828408520528,3.3493476266102133,-39.828408520528,3.3493476266102133
1069,MG2uabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1070,MGSA,-59.629083174479256,1.9099663793731931,-76.7439207092003,1.9099663793731931
1071,MI1PP,-22.913208624355114,1.4137584273268162,-40.02804615907615,1.4137584273268162
1072,MINCYCtex,0.0,0.0,0.0,0.0
1073,MINCYCtpp,0.0,0.0,0.0,0.0
1074,MCTP1App,269.74236591332465,713273.7456890285,252.6275283786036,713273.7456890285
1075,MINOHPtexi,0.0,0.0,0.0,0.0
1076,MCTP2App,-267.84066193456056,100000.0,-302.0703370040026,100000.0
1077,MDDCP3pp,68.0924410110265,185392.86335008426,50.97760347630546,185392.86335008426
1078,MLDCP1App,668.0871586917101,402904.92923735647,650.9723211569891,402904.92923735647
1079,MLDCP1Bpp,93.40238048473839,140682.77615403847,76.28754295001735,140682.77615403847
1080,MLDCP2App,345.2897486302345,228761.89388009766,328.1749110955135,228761.89388009766
1081,MLDCP2Bpp,-379.59642187337795,315911.9660177593,-396.71125940809895,315911.9660177593
1082,MLDEP1pp,457.59266100681543,568670.8913881726,457.59266100681543,568670.8913881726
1083,MDDCP4pp,1015.1148551004399,208794.63813546777,998.0000175657188,208794.63813546777
1084,MDDCP5pp,832.9876417538671,244528.7246388831,815.8728042191461,244528.7246388831
1085,LPLIPAL1G160pp,-21.611455680477036,6.623757728634537,-38.72629321519807,6.623757728634537
1086,MDDEP2pp,240.4478657790669,889764.5029160134,240.4478657790669,889764.5029160134
1087,MLTG1,-14.936039008446642,4.2704519957555656,-32.050876543167675,4.2704519957555656
1088,MLTG2,-11.28130772595091,2.181152738395096,-28.396145260671943,2.181152738395096
1089,MDDEP3pp,-201.64992490229815,601413.1051052613,-201.64992490229815,601413.1051052613
1090,MDH,27.098390425628367,0.30488783200454694,27.098390425628367,0.30488783200454694
1091,MLTG3,-14.584508191605892,1.8624408101617564,-31.699345726326925,1.8624408101617564
1092,MLTG4,-12.932916951663174,1.778224756285928,-30.047754486384207,1.778224756285928
1093,MDH2,-105.25281413697729,6.218431424201939,-105.25281413697729,6.218431424201939
1094,LPLIPAL1G180pp,-19.089512545917472,2.1802770192459513,-36.204350080638505,2.1802770192459513
1095,MDH3,2.6590010176189196,4.8832828145936595,2.6590010176189196,4.8832828145936595
1096,MLTG5,-12.93291277539538,1.778224756285927,-30.047750310116413,1.778224756285927
1097,MLTGY1pp,-361.0688367505645,961100.4431362988,-378.1836742852855,961100.4431362988
1098,MLTGY2pp,-127.44719199732253,837228.0203604872,-144.56202953204357,837228.0203604872
1099,MLTGY3pp,579.1732551140358,599311.955409083,562.0584175793148,599311.955409083
1100,ME1,12.129928208252693,3.1183285670942253,-4.98490932646834,3.1183285670942253
1101,ME2,12.11588240615555,3.137103713452535,-4.998955128565484,3.137103713452535
1102,MECDPS,1809.778244726294,100008.31820985876,1792.6634071915728,100008.31820985876
1103,MLTP1,2.0533264307589434,1.9489307613134343,2.0533264307589434,1.9489307613134343
1104,MLTP2,3.7049176707018887,1.868616767782497,3.7049176707018887,1.868616767782497
1105,MLTP3,3.7049218469701373,1.8686167677824959,3.7049218469701373,1.8686167677824959
1106,MMCD,-17.14050368911535,5.943262916127662,-34.25534122383638,5.943262916127662
1107,MMETt2pp,0.0,0.0,0.0,0.0
1108,LPLIPAL1G181pp,-19.09094910346596,2.180277019245986,-36.20578663818699,2.180277019245986
1109,MMETtex,0.0,0.0,0.0,0.0
1110,MMM,8.199626239855206,3.5907936691378293,8.199626239855206,3.5907936691378293
1111,MOAT,-261.7597370196454,70714.74709651433,-261.7597370196454,70714.74709651433
1112,MN2t3pp,0.0,0.0,0.0,0.0
1113,MN2tpp,0.0,0.0,0.0,0.0
1114,MOAT2,-254.15180807724755,70714.59993165071,-254.15180807724755,70714.59993165071
1115,MOAT3C,-262.2528057508953,70714.59993165071,-262.2528057508953,70714.59993165071
1116,MN6PP,-10.382908891347391,1.4204692500232758,-27.497746426068424,1.4204692500232758
1117,MNLptspp,-42.8003032987196,1.8209655920325234,-42.8003032987196,1.8209655920325234
1118,MOBDabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1119,MOBDtex,0.0,0.0,0.0,0.0
1120,MOHMT,9.676481675758623,5.194960613708315,9.676481675758623,5.194960613708315
